Наименование;Сссылка;Цена;Состав;Наличие на складе;Описание пряжи;Изображение пряжи
Пряжа Puffy Alize - (111 - Сливовый);https://klubki-v-korzinke.ru//product/prjazha-puffy-alize-111-slivovii/;156₽/ шт;100 г / 9,2 мСостав:100% микрополиэстерна складе:30 шт.;Наличие:на складе;156₽/ шт100 г / 9,2 мСостав:100% микрополиэстерна складе:30 шт.100 г, 9.2 м100% микрополиэстерНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/10/64/16410/images/30301/30301.200.jpg
Пряжа LANAGOLD Alize - (173 - Вялая роза);https://klubki-v-korzinke.ru//product/prjazha-lanagold-alize-173-vialaia-roza/;171₽/ шт;100 г / 240 мСостав:49% шерсть 51% акрилна складе:20 шт.;Наличие:на складе;171₽/ шт100 г / 240 мСостав:49% шерсть 51% акрилна складе:20 шт.100 г / 240 м49% шерсть, 51% акрилНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/09/64/16409/images/30299/30299.200.jpg
Пряжа Lanagold Fine Alize - (173 - Вялая роза);https://klubki-v-korzinke.ru//product/prjazha-lanagold-fine-alize-173-vialaia-roza/;171₽/ шт;100 г / 390 мСостав:49% шерсть 51% акрилна складе:20 шт.;Наличие:на складе;171₽/ шт100 г / 390 мСостав:49% шерсть 51% акрилна складе:20 шт.100 г / 390 м49% шерсть, 51% акрилНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/08/64/16408/images/30296/30296.200.jpg
Пряжа Baby Best Alize - (446 - Пепельная пудра);https://klubki-v-korzinke.ru//product/prjazha-baby-best-alize-446-pepelnaia-pudra/;133₽/ шт;100 г / 240 мСостав:90% акрил 10% бамбукна складе:20 шт.;Наличие:на складе;133₽/ шт100 г / 240 мСостав:90% акрил 10% бамбукна складе:20 шт.100 г / 240 м, 90% антипиллинговый акрил, 10% бамбукНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/07/64/16407/images/30294/30294.200.jpg
Пряжа Baby Best Alize - (354 - Тёмная пудра);https://klubki-v-korzinke.ru//product/prjazha-baby-best-alize-354-temnaia-pudra/;133₽/ шт;100 г / 240 мСостав:90% акрил 10% бамбукна складе:20 шт.;Наличие:на складе;133₽/ шт100 г / 240 мСостав:90% акрил 10% бамбукна складе:20 шт.100 г / 240 м, 90% антипиллинговый акрил, 10% бамбукНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/06/64/16406/images/30292/30292.200.jpg
Пряжа Baby Best Alize - (534 - Капучино);https://klubki-v-korzinke.ru//product/prjazha-baby-best-alize-534-kapucino/;133₽/ шт;100 г / 240 мСостав:90% акрил 10% бамбукна складе:20 шт.;Наличие:на складе;133₽/ шт100 г / 240 мСостав:90% акрил 10% бамбукна складе:20 шт.100 г / 240 м, 90% антипиллинговый акрил, 10% бамбукНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/05/64/16405/images/30290/30290.200.jpg
"Пряжа VITA cotton ""COCO"" - (4336 - Терракот)";https://klubki-v-korzinke.ru//product/prjazha-vita-cotton-coco-4336-terrakot/;85₽/ шт;50 г / 240 мСостав:100% мерсеризованный хлопокна складе:39 шт.;Наличие:на складе;85₽/ шт50 г / 240 мСостав:100% мерсеризованный хлопокна складе:39 шт.50 г / 240 м100% мерсеризованный хлопокНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/04/64/16404/images/30286/30286.200.jpg
"Пряжа VITA cotton ""COCO"" - (4334 - Тёмно - лиловый)";https://klubki-v-korzinke.ru//product/prjazha-vita-cotton-coco-4334-temno-lilovii/;85₽/ шт;50 г / 240 мСостав:100% мерсеризованный хлопокна складе:39 шт.;Наличие:на складе;85₽/ шт50 г / 240 мСостав:100% мерсеризованный хлопокна складе:39 шт.50 г / 240 м100% мерсеризованный хлопокНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/03/64/16403/images/30284/30284.200.jpg
"Пряжа VITA cotton ""COCO"" - (4335 - Горчица)";https://klubki-v-korzinke.ru//product/prjazha-vita-cotton-coco-4335-gorciza/;85₽/ шт;50 г / 240 мСостав:100% мерсеризованный хлопокна складе:39 шт.;Наличие:на складе;85₽/ шт50 г / 240 мСостав:100% мерсеризованный хлопокна складе:39 шт.50 г / 240 м100% мерсеризованный хлопокНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/02/64/16402/images/30282/30282.200.jpg
Пряжа Paillettes - (161 - Старая платина);https://klubki-v-korzinke.ru//product/prjazha-paillettes-161-staraia-platina/;120₽/ шт;50 г / 360 мСостав:100% полиамид, пайеткина складе:10 шт.;Наличие:на складе;120₽/ шт50 г / 360 мСостав:100% полиамид, пайеткина складе:10 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/01/64/16401/images/30280/30280.200.jpg
Пряжа Paillettes - (26 - Шоколад);https://klubki-v-korzinke.ru//product/prjazha-paillettes-26-shokolad/;120₽/ шт;50 г / 360 мСостав:100% полиамид, пайеткина складе:20 шт.;Наличие:на складе;120₽/ шт50 г / 360 мСостав:100% полиамид, пайеткина складе:20 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/00/64/16400/images/30278/30278.200.jpg
Пряжа Paillettes - (170 - Солома);https://klubki-v-korzinke.ru//product/prjazha-paillettes-170-soloma/;120₽/ шт;50 г / 360 мСостав:100% полиамид, пайеткина складе:17 шт.;Наличие:на складе;120₽/ шт50 г / 360 мСостав:100% полиамид, пайеткина складе:17 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/99/63/16399/images/30276/30276.200.jpg
Пряжа Paillettes - (124 - Красное дерево);https://klubki-v-korzinke.ru//product/prjazha-paillettes-124-krasnoe-derevo/;120₽/ шт;50 г / 360 мСостав:100% полиамид, пайеткина складе:20 шт.;Наличие:на складе;120₽/ шт50 г / 360 мСостав:100% полиамид, пайеткина складе:20 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/98/63/16398/images/30274/30274.200.jpg
Пряжа Paillettes - (128 - Перламутрово - золотой);https://klubki-v-korzinke.ru//product/prjazha-paillettes-128-perlamutrovo-zolotoi/;120₽/ шт;50 г / 360 мСостав:100% полиамид, пайеткина складе:20 шт.;Наличие:на складе;120₽/ шт50 г / 360 мСостав:100% полиамид, пайеткина складе:20 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/97/63/16397/images/30272/30272.200.jpg
Пряжа Paillettes - (139 - Песочный);https://klubki-v-korzinke.ru//product/prjazha-paillettes-139-pesocnii/;120₽/ шт;50 г / 360 мСостав:100% полиамид, пайеткина складе:16 шт.;Наличие:на складе;120₽/ шт50 г / 360 мСостав:100% полиамид, пайеткина складе:16 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/96/63/16396/images/30270/30270.200.jpg
Пряжа Paillettes - (110 - Болотный);https://klubki-v-korzinke.ru//product/prjazha-paillettes-110-bolotnii/;120₽/ шт;50 г / 360 мСостав:100% полиамид, пайеткина складе:17 шт.;Наличие:на складе;120₽/ шт50 г / 360 мСостав:100% полиамид, пайеткина складе:17 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/95/63/16395/images/30268/30268.200.jpg
Пряжа Paillettes - (29 - Вишня);https://klubki-v-korzinke.ru//product/prjazha-paillettes-29-visnia/;120₽/ шт;50 г / 360 мСостав:100% полиамид, пайеткина складе:19 шт.;Наличие:на складе;120₽/ шт50 г / 360 мСостав:100% полиамид, пайеткина складе:19 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/94/63/16394/images/30265/30265.200.jpg
Пряжа Paillettes - (76 - Млечный путь);https://klubki-v-korzinke.ru//product/prjazha-paillettes-76-mlecnii-put/;120₽/ шт;50 г / 360 мСостав:100% полиамид, пайеткина складе:14 шт.;Наличие:на складе;120₽/ шт50 г / 360 мСостав:100% полиамид, пайеткина складе:14 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/93/63/16393/images/30263/30263.200.jpg
Пряжа Paillettes - (111 - Зелёный папоротник);https://klubki-v-korzinke.ru//product/prjazha-paillettes-111-zelenii-paporotnik/;120₽/ шт;50 г / 360 мСостав:100% полиамид, пайеткина складе:20 шт.;Наличие:на складе;120₽/ шт50 г / 360 мСостав:100% полиамид, пайеткина складе:20 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/92/63/16392/images/30261/30261.200.jpg
Пряжа Paillettes - (134 - Тёмный беж);https://klubki-v-korzinke.ru//product/prjazha-paillettes-134-temnii-bej/;120₽/ шт;50 г / 360 мСостав:100% полиамид, пайеткина складе:20 шт.;Наличие:на складе;120₽/ шт50 г / 360 мСостав:100% полиамид, пайеткина складе:20 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/91/63/16391/images/30259/30259.200.jpg
Пряжа Paillettes - (123 - Грильяж);https://klubki-v-korzinke.ru//product/prjazha-paillettes-123-griliaj/;120₽/ шт;50 г / 360 мСостав:100% полиамид, пайеткина складе:20 шт.;Наличие:на складе;120₽/ шт50 г / 360 мСостав:100% полиамид, пайеткина складе:20 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/90/63/16390/images/30257/30257.200.jpg
Пряжа Paillettes - (53 - Чёрный, золото);https://klubki-v-korzinke.ru//product/prjazha-paillettes-53-cernii-zoloto/;120₽/ шт;50 г / 360 мСостав:100% полиамид, пайеткина складе:16 шт.;Наличие:на складе;120₽/ шт50 г / 360 мСостав:100% полиамид, пайеткина складе:16 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/89/63/16389/images/30255/30255.200.jpg
Пряжа Paillettes - (137 - Бронзовый);https://klubki-v-korzinke.ru//product/prjazha-paillettes-137-bronzovii/;120₽/ шт;50 г / 360 мСостав:100% полиамид, пайеткина складе:20 шт.;Наличие:на складе;120₽/ шт50 г / 360 мСостав:100% полиамид, пайеткина складе:20 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/88/63/16388/images/30253/30253.200.jpg
Пряжа Paillettes - (147 - Беж с золотистыми пайетками);https://klubki-v-korzinke.ru//product/prjazha-paillettes-147-bej-s-zolotistimi-paietkami/;120₽/ шт;50 г / 360 мСостав:100% полиамид, пайеткина складе:19 шт.;Наличие:на складе;120₽/ шт50 г / 360 мСостав:100% полиамид, пайеткина складе:19 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/87/63/16387/images/30251/30251.200.jpg
Пряжа Paillettes - (56 - Графит);https://klubki-v-korzinke.ru//product/prjazha-paillettes-56-grafit/;120₽/ шт;50 г / 360 мСостав:100% полиамид, пайеткина складе:12 шт.;Наличие:на складе;120₽/ шт50 г / 360 мСостав:100% полиамид, пайеткина складе:12 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/86/63/16386/images/30249/30249.200.jpg
Пряжа Paillettes - (118 - Лимонад);https://klubki-v-korzinke.ru//product/prjazha-paillettes-118-limonad/;120₽/ шт;50 г / 360 мСостав:100% полиамид, пайеткина складе:17 шт.;Наличие:на складе;120₽/ шт50 г / 360 мСостав:100% полиамид, пайеткина складе:17 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/85/63/16385/images/30247/30247.200.jpg
Пряжа Paillettes - (46 - Нежная роза);https://klubki-v-korzinke.ru//product/prjazha-paillettes-46-nejnaia-roza/;120₽/ шт;50 г / 360 мСостав:100% полиамид, пайеткина складе:13 шт.;Наличие:на складе;120₽/ шт50 г / 360 мСостав:100% полиамид, пайеткина складе:13 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/84/63/16384/images/30245/30245.200.jpg
Пряжа Paillettes - (36 - Чароит);https://klubki-v-korzinke.ru//product/prjazha-paillettes-36-charoit/;120₽/ шт;50 г / 360 мСостав:100% полиамид, пайеткина складе:20 шт.;Наличие:на складе;120₽/ шт50 г / 360 мСостав:100% полиамид, пайеткина складе:20 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/83/63/16383/images/30243/30243.200.jpg
Пряжа Betty - (111 - Ярко - зелёный);https://klubki-v-korzinke.ru//product/prjazha-betty-111-iarko-zelenii/;105₽/ шт;50 г / 125 мСостав:100% египетский мерсеризованный хлопокна складе:20 шт.;Наличие:на складе;105₽/ шт50 г / 125 мСостав:100% египетский мерсеризованный хлопокна складе:20 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/82/63/16382/images/30240/30240.200.jpg
Пряжа Dolce Baby YarnArt - (771 - Фрез);https://klubki-v-korzinke.ru//product/prjazha-dolce-baby-yarnart-771-frez/;99₽/ шт;50 г / 85 мСостав:100% микрополиэстерна складе:20 шт.;Наличие:на складе;99₽/ шт50 г / 85 мСостав:100% микрополиэстерна складе:20 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/81/63/16381/images/30238/30238.200.jpg
Пряжа Dolce Baby YarnArt - (754 - Полынь);https://klubki-v-korzinke.ru//product/prjazha-dolce-baby-yarnart-754-polin/;99₽/ шт;50 г / 85 мСостав:100% микрополиэстерна складе:20 шт.;Наличие:на складе;99₽/ шт50 г / 85 мСостав:100% микрополиэстерна складе:20 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/80/63/16380/images/30236/30236.200.jpg
Пряжа Dolce YarnArt - (780 - Винный);https://klubki-v-korzinke.ru//product/prjazha--dolce-yarnart-780-vinnii/;192₽/ шт;100 г / 120 мСостав:100% микрополиэстерна складе:20 шт.;Наличие:на складе;192₽/ шт100 г / 120 мСостав:100% микрополиэстерна складе:20 шт.100 г / 120 м100% микро полиэстерНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/79/63/16379/images/30234/30234.200.jpg
